	ID	affect_dimension	intensity_scores	intensity_descriptions	tweets
934	2017-En-31307	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str The animated version was better
935	2017-En-41178	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Yes xxupp_str Lia!! xxupp_str Join the dark side!!
936	2017-En-10536	valence	2	 moderately positive emotional state can be inferred	user_mention user_mention lol xxupp_str I'm happy with my negative, realistic ass self. xxupp_str Sorry to offend you
937	2017-En-30162	valence	3	 very positive emotional state can be inferred	.@Travelanswerman: xxupp_str When xxupp_all U ride on a pile of salt life is extra sweet! xxupp_str Always salty always savory!  hashtag  surfing  hashtag  aloha  hashtag  smiling …
938	2017-En-30320	valence	2	 moderately positive emotional state can be inferred	@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.
939	2017-En-30719	valence	0	 neutral or mixed emotional state can be inferred	user_mention white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another
940	2017-En-10449	valence	-3	 very negative emotional state can be inferred	xxupp_str Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. xxupp_str All fixed now though. xxupp_all I hope :-/  hashtag  angry  hashtag  annoyed
941	2017-En-41337	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str SRV's 'Voodoo xxupp_str Child' is approximately  number  times better than xxupp_str Jimi's.  hashtag  guitar  hashtag  music  hashtag  blues
942	2017-En-20059	valence	-2	 moderately negative emotional state can be inferred	xxupp_all I xxupp_str Don't know what make  hashtag  pakistan fear more their  hashtag  terrorist or their  hashtag  terrorism  hashtag  terror state pak
943	2017-En-20759	valence	-2	 moderately negative emotional state can be inferred	user_mention but your pussy was weak from what xxupp_all I heard so stfu up to me bitch . xxupp_str You got to threaten him that your pregnant .
944	2017-En-30257	valence	1	 slightly positive emotional state can be inferred	xxupp_str It's better to be wetter than it is dry' - user_mention certainly found that hilarious xxupp_all  hashtag  gb bo
945	2017-En-11426	valence	-2	 moderately negative emotional state can be inferred	xxupp_all I can see how this will end\nIn all its bitter tragedy\nI'll give you all xxupp_all I have to spend\nAnd you'll give nothing back to me
946	2017-En-31529	valence	0	 neutral or mixed emotional state can be inferred	user_mention _hanley user_mention also a
947	2017-En-31268	valence	1	 slightly positive emotional state can be inferred	gifs on iOS10 messaging app are hilarious.
948	2017-En-21437	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Rear garden alarm activated at xxupp_str Telford house at  number . number .
949	2017-En-30086	valence	2	 moderately positive emotional state can be inferred	user_mention user_mention user_mention user_mention user_mention xxupp_str Very pleasing ty!
950	2017-En-11514	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_str I'm so mad for our clients xxupp_str I'm furious lmao
951	2017-En-30721	valence	2	 moderately positive emotional state can be inferred	user_mention the whole thread is jovial and fun and then this comment is like xxupp_all FULL of misogyny
952	2017-En-30222	valence	3	 very positive emotional state can be inferred	user_mention  hashtag  cheer  hashtag  cheer the  hashtag  red and  hashtag  white we are now off to  hashtag  grand final to  hashtag  win the  hashtag  fight xxupp_str Thanks user_mention
953	2017-En-31280	valence	1	 slightly positive emotional state can be inferred	xxupp_str Go one extra mile just see her smiling
954	2017-En-40434	valence	-3	 very negative emotional state can be inferred	xxupp_str Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if xxupp_all I didn't say that shit on bloods
955	2017-En-41394	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention xxupp_str He had been retired  number  minutes ago by most blues on here 😊
956	2017-En-30730	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str No, they aren't. xxupp_str Episodes are animated during the week before they air.
957	2017-En-40709	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Well i did hear once before that girls are attracted to men that look like their dad! 👌
958	2017-En-40347	valence	-2	 moderately negative emotional state can be inferred	user_mention -- taking out his feelings on xxupp_str Kei unfairly. xxupp_str His lips form a frown as he tries to walk away.
959	2017-En-41470	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Up on melancholy hill
960	2017-En-30902	valence	3	 very positive emotional state can be inferred	xxupp_str You must be knowing  hashtag  blithe means (adj.) xxupp_str Happy, cheerful.
961	2017-En-31470	valence	-2	 moderately negative emotional state can be inferred	xxupp_str My ukulele bag has fallen apart. 😐 xxupp_all WELLL xxupp_all AT xxupp_all LEAST my life hasn't yet!!  hashtag  optimism
962	2017-En-30406	valence	1	 slightly positive emotional state can be inferred	user_mention _autonate \n\n*She held the back of his skull, smiling into the kiss.*
963	2017-En-30414	valence	0	 neutral or mixed emotional state can be inferred	user_mention he's brilliant, lost the joyous plot with us that year. xxupp_str Admits being a fan now after that.
964	2017-En-30266	valence	0	 neutral or mixed emotional state can be inferred	user_mention it's exhilarating
965	2017-En-10912	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention xxupp_all I would always be honest but it's great to feedback opinion to the brand - don't want to offend them  hashtag  blog hour
966	2017-En-41262	valence	-1	 slightly negative emotional state can be inferred	xxupp_str So blend the waters lie\nThere shrines and free- xxupp_str The melancholy waters lie\nNo rays from out the dull tide- xxupp_str As if the vine
967	2017-En-11588	valence	-1	 slightly negative emotional state can be inferred	xxupp_str And xxupp_str Republicans, you, namely xxupp_str Graham, xxupp_str Flake, xxupp_str Sasse and others are not safe from my wrath, hence that xxupp_str Hillary xxupp_str Hiney-Kissing ad xxupp_all I saw about you
968	2017-En-22150	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention xxupp_str Amal xxupp_str Clooney should try to prosecute  hashtag  bush  hashtag  blair for  hashtag  war crimes that turned our xxupp_str World upside down&amp;created
969	2017-En-31264	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str And the weathers so breezy, man why can't life always be this easy?
970	2017-En-30402	valence	0	 neutral or mixed emotional state can be inferred	user_mention plus a hearty pour of  hashtag  yacht rock by  hashtag  mustache harbor !
971	2017-En-11674	valence	-3	 very negative emotional state can be inferred	user_mention i'm actually offended by it. naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?
972	2017-En-30695	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all A 'non-permissive environment' is also called a 'battleground' -  hashtag  mil speak
973	2017-En-31435	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention xxupp_all user_mention user_mention user_mention user_mention user_mention xxupp_str Bahahahaha xxupp_str Dean looks hilarious and damn xxupp_all I got fat
974	2017-En-11485	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. xxupp_str They just called her a whore in revelations
975	2017-En-10419	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Ok but xxupp_all I just got called a 'White xxupp_str Devil' on the train and xxupp_all I didnt know whether to laugh or be offended
976	2017-En-30618	valence	0	 neutral or mixed emotional state can be inferred	user_mention sparkling water is nice you know xxupp_all I tried it the other day
977	2017-En-31555	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_str Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet
978	2017-En-30528	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Turkish exhilaration: for a  number % shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...
979	2017-En-22024	valence	3	 very positive emotional state can be inferred	xxupp_str Goodbye everyone, tremendous  hashtag  l the chat tonight
980	2017-En-11178	valence	-3	 very negative emotional state can be inferred	xxupp_str My back is starting to irritate me and it's barely  number : number  😓
981	2017-En-31310	valence	1	 slightly positive emotional state can be inferred	xxupp_str Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws.  hashtag  productivity at its finest
982	2017-En-21352	valence	-2	 moderately negative emotional state can be inferred	user_mention _answers xxupp_str I've contacted user_mention user_mention _answers  hashtag  service  hashtag  what happened to customer service
983	2017-En-11206	valence	-2	 moderately negative emotional state can be inferred	 number  biggest fears: incurable xxupp_str STD's and pregnancy...I mean, they're basically the same thing anyway  hashtag  for life  hashtag  annoying  hashtag  weird smells
984	2017-En-10637	valence	-1	 slightly negative emotional state can be inferred	xxupp_all I was going to say that xxupp_str Rooney is a shadow of his former self but xxupp_all I don't want to offend any shadows.  hashtag  ntf cvm ufc
985	2017-En-31360	valence	1	 slightly positive emotional state can be inferred	xxupp_all A warm  hashtag  smile is the universal language of kindness xxupp_str William xxupp_str Arthur xxupp_str Ward  hashtag  love  hashtag  kindness
986	2017-En-21305	valence	0	 neutral or mixed emotional state can be inferred	 hashtag  quote xxupp_str What xxupp_all U  hashtag  fear controls xxupp_all U. xxupp_str Fear is not out in life but in ur mind. xxupp_str Real difficulties can be overcome - xxupp_str Cheryl xxupp_str Janecky
987	2017-En-40783	valence	2	 moderately positive emotional state can be inferred	user_mention user_mention that's so pretty! xxupp_all I love the sky in the background and the purple highlights with the dull colors is great
988	2017-En-31006	valence	2	 moderately positive emotional state can be inferred	 user_mention you've had me   the whole time watching user_mention _ishABC after you've lost your  hashtag  glasses xxupp_str It was  hashtag  hilarious user_mention
989	2017-En-11132	valence	-3	 very negative emotional state can be inferred	xxupp_str My irritation level is at an all time high today 🙃
990	2017-En-31318	valence	2	 moderately positive emotional state can be inferred	xxupp_str Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present  hashtag  live life  hashtag  humbleness  hashtag  live
991	2017-En-41393	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention user_mention 80s new wave/techno - or jazz / blues depending my mood
992	2017-En-21605	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all A goal should scare you a little, and excite you a lot. - xxupp_str Joe xxupp_str Vitale  hashtag  quote
993	2017-En-40969	valence	-2	 moderately negative emotional state can be inferred	xxupp_str So drunk me hid my keys very well sober me couldn't find it anywhere
994	2017-En-21086	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str My mind always seems to work its best at night
995	2017-En-10599	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str As your own lives in order to complete our amazing life journey successfully, it is there.  hashtag  bitter
996	2017-En-41135	valence	-3	 very negative emotional state can be inferred	tim burton never fails to depress me
997	2017-En-20284	valence	-2	 moderately negative emotional state can be inferred	xxupp_str We're all in xxupp_all D. xxupp_all T. (Discipleship training or detox) for something.  hashtag  messy  hashtag  cut off  hashtag  choose freedom  hashtag  cryout16
998	2017-En-11244	valence	-2	 moderately negative emotional state can be inferred	xxupp_str All options are on the table -  hashtag  revenge is coming.
999	2017-En-30665	valence	1	 slightly positive emotional state can be inferred	user_mention dudes who wanna play some bass but not buy a bass (me) rejoice
1000	2017-En-30248	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str There is something v satisfying about opening an old 'to do'.doc file and being able to check off all the things you have done
1001	2017-En-31565	valence	0	 neutral or mixed emotional state can be inferred	user_mention chirp chirp! :)
1002	2017-En-41357	valence	-3	 very negative emotional state can be inferred	xxupp_str Synth backing tracks = sadness\n hashtag depresspop  hashtag  dark  hashtag    hashtag  alt  hashtag  fucking me up
1003	2017-En-31083	valence	2	 moderately positive emotional state can be inferred	xxupp_str It is so exhilarating taking on the challenge of demonstrating + explaining xxupp_all WHY  hashtag  james joyce s  hashtag  ulysses is so endearing &amp; wonderful!
1004	2017-En-30350	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Gotta hit up breezy every day to make sure he's breaking in my boots. xxupp_str First class friend right there
1005	2017-En-30560	valence	1	 slightly positive emotional state can be inferred	xxupp_str Hey u never know, xxupp_str Channel  number 's version of xxupp_all  hashtag  gb bo might actually be quite good. xxupp_all A few adverts aren't the end of the world.  hashtag  optimism
1006	2017-En-40113	valence	-3	 very negative emotional state can be inferred	xxupp_str Fucking gutted, disheartened &amp; so pissed off.Gone from  number  off the toughest most resolute defences to the worst &amp; most shambolic xxupp_all  hashtag  s cfc xxupp_all  hashtag  sto hul
1007	2017-En-31558	valence	2	 moderately positive emotional state can be inferred	user_mention \n\n'Whoo, welcome~!' xxupp_str He greeted cheerfully.
1008	2017-En-41225	valence	-3	 very negative emotional state can be inferred	user_mention _j thanks for making me super sad about xxupp_str Pizza.  hashtag  sad  hashtag  free pizza
1009	2017-En-31232	valence	2	 moderately positive emotional state can be inferred	xxupp_str The best part of this day, xxupp_str Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤  hashtag  sweet embrace
1010	2017-En-11490	valence	-3	 very negative emotional state can be inferred	xxupp_str He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻  hashtag  ugh  hashtag  raging
1011	2017-En-30112	valence	3	 very positive emotional state can be inferred	xxupp_all LOVE xxupp_all LOVE xxupp_all LOVE  hashtag  smile  hashtag  fun  hashtag  relaxation is key
1012	2017-En-21157	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str There goes the butterflies in my stomach.  hashtag  anxiety problems
1013	2017-En-31344	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str May a man live well-, and long-enough, to leave many joyful widows behind him.
1014	2017-En-30987	valence	2	 moderately positive emotional state can be inferred	user_mention _LB xxupp_str Awesome. xxupp_str My  number  yr old grandson runs cross country. xxupp_str No xxupp_str Simon xxupp_str Whitfield but still a lot of fun cheering him on.
1015	2017-En-30491	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_all I thought that was funny, too. xxupp_str But maybe not such a coincidence. xxupp_str Green must be the official color of optimism.
1016	2017-En-41205	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Love being made to feel bad about being scared of the dark
1017	2017-En-20327	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Overtime...  hashtag  team na xxupp_all  hashtag  wch2016  hashtag  nervous
1018	2017-En-21491	valence	-2	 moderately negative emotional state can be inferred	 hashtag  archangel summit user_mention xxupp_str Anyone can be brave but you just have to last  number  mins longer than everyone else.  hashtag  leadership  hashtag  fear
1019	2017-En-22073	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Left my phone in xxupp_str Mcds  hashtag  panic
1020	2017-En-20929	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention the refs are in xxupp_str GT's favor tonight.  hashtag  terrible
1021	2017-En-31210	valence	1	 slightly positive emotional state can be inferred	xxupp_str The xxupp_str Lord thy xxupp_str God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; \nZephaniah  number : number  xxupp_all KJV
1022	2017-En-31212	valence	3	 very positive emotional state can be inferred	xxupp_all OMG xxupp_all NOL i love u so so much i love ur cheery face and hugs 😘😘😘 user_mention
1023	2017-En-21851	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention _Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?
1024	2017-En-40171	valence	-3	 very negative emotional state can be inferred	user_mention it's old sadly
1025	2017-En-21357	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_str The horror!
1026	2017-En-41467	valence	-3	 very negative emotional state can be inferred	user_mention _gaba xxupp_str No, xxupp_all I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is.  hashtag  sadly
1027	2017-En-30461	valence	-2	 moderately negative emotional state can be inferred	xxupp_all I assume that people pick up on my joviality coz xxupp_all I lol a lot but it's just not working. xxupp_str Maybe xxupp_all I need to get heavy handed with emoticons? xxupp_str Ha
1028	2017-En-20697	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Can we start a 'get xxupp_str Chris xxupp_str Sutton off our tv campaign? xxupp_str Spread the work  hashtag  terrible  hashtag  pundit  hashtag  no clue
1029	2017-En-31116	valence	3	 very positive emotional state can be inferred	user_mention user_mention ditto!! xxupp_str Such an amazing atmosphere!  hashtag  philipp plein  hashtag  cheerleaders  hashtag  stunt  hashtag  london events  hashtag  cheer
1030	2017-En-30330	valence	2	 moderately positive emotional state can be inferred	user_mention __lynch my kinda girl pleasing the dick right😍😏
1031	2017-En-31465	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Why would xxupp_str Enrique sub off busquet?
1032	2017-En-40192	valence	-3	 very negative emotional state can be inferred	xxupp_str This weather got me fucked up. xxupp_str Like you either be sunny and hot or gloomy and cold. xxupp_str No in between.
1033	2017-En-11073	valence	-3	 very negative emotional state can be inferred	xxupp_all A black female xxupp_all LEO💙 was shot  number  times and died in xxupp_str Philadelphia --Where's the  hashtag  outrage black people? user_mention  hashtag  sharpton  hashtag  blm  hashtag  the five
1034	2017-En-41175	valence	2	 moderately positive emotional state can be inferred	xxupp_all I love when  hashtag  girls are busy in teaching how to  hashtag  pout while taking  hashtag  self ie in a mall , their desication is immense  hashtag  women love  hashtag  perfection
1035	2017-En-40814	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Before the year ends xxupp_str I'll probably get master 12s or flu games, true blues, and space jams.
1036	2017-En-40406	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Always do sober what you said you'd do drunk. xxupp_str That will teach you to keep your mouth shut. \n― xxupp_str Ernest xxupp_str Hemingway  hashtag  quote
1037	2017-En-30128	valence	3	 very positive emotional state can be inferred	xxupp_str Good morning joyful people. xxupp_str Choose happiness to have a great day today  hashtag  morning  hashtag  happiness  hashtag  grand mercure jkt ke mayor an
1038	2017-En-30062	valence	3	 very positive emotional state can be inferred	user_mention as always it was indeed a wonderful experience flying with you guys today  hashtag  best in business  hashtag  delight  hashtag  happy me
1039	2017-En-30038	valence	3	 very positive emotional state can be inferred	xxupp_str Today xxupp_all I reached  number  subscribers on xxupp_all YT!!  hashtag  happy  hashtag  good day  hashtag  thankful
1040	2017-En-30602	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me
1041	2017-En-30321	valence	1	 slightly positive emotional state can be inferred	mustache_harbor: xxupp_str TiburonChamber plus a hearty pour of  hashtag  yacht rock by  hashtag  mustache harbor !
1042	2017-En-31340	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention she's still younger and more spry than trump
1043	2017-En-31531	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention due to hearty lawsuit xxupp_all NASCAR will raise beer prices $ number . number  to accommodate for losses.
1044	2017-En-22008	valence	-3	 very negative emotional state can be inferred	 hashtag  people like me because they see the happy exterior, not the hopelessness xxupp_all I sometimes feel inside.  hashtag  depression  hashtag  anxiety  hashtag  anxiety prob z
1045	2017-En-30024	valence	3	 very positive emotional state can be inferred	user_mention wonderful experience watching you yesterday at. user_mention thankyou for the  hashtag  laughter
1046	2017-En-20157	valence	-3	 very negative emotional state can be inferred	xxupp_str It's  number :55am. xxupp_str I'm hungry but there is no food.  hashtag  panic
1047	2017-En-30308	valence	0	 neutral or mixed emotional state can be inferred	talk about a mood pickup i went from depressed to elated so fast
1048	2017-En-31501	valence	1	 slightly positive emotional state can be inferred	xxupp_str Epicurus~ xxupp_str The man least dependent upon the morrow goes to meet the morrow most cheerfully.
1049	2017-En-40939	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Now xxupp_str I'm going to sulk again for a week until  hashtag  our girl is back on! user_mention and user_mention are the best! user_mention
1050	2017-En-40254	valence	-2	 moderately negative emotional state can be inferred	xxupp_str The voice is all about xxupp_str Miley and xxupp_str Alicia this year. xxupp_str No longer about the contestants.  hashtag  sad user_mention
1051	2017-En-10786	valence	-2	 moderately negative emotional state can be inferred	user_mention he's perfect. xxupp_str But not even in that way where you sort of resent him or suspect that he leads a double life. xxupp_str Just perfect.
1052	2017-En-10348	valence	0	 neutral or mixed emotional state can be inferred	user_mention resent
1053	2017-En-11554	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Honestly fuming
1054	2017-En-10434	valence	-2	 moderately negative emotional state can be inferred	xxupp_all I screened my own snap what kind of narcissistic ass would smh
1055	2017-En-20871	valence	1	 slightly positive emotional state can be inferred	xxupp_str You don't know what to expect by xxupp_str Brendon's video lmao xxupp_all LA devotee video got me shook
1056	2017-En-30980	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Take my kindness for weakness when you acting silly keeping it  number  ain't your forté  hashtag  chris brown  hashtag  team breezy
1057	2017-En-11626	valence	0	 neutral or mixed emotional state can be inferred	ramos does what he does best burning haters with his head
1058	2017-En-31039	valence	1	 slightly positive emotional state can be inferred	🍃When  hashtag  life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to  hashtag  smile 🍃  hashtag  quotes user_mention _Console
1059	2017-En-30983	valence	1	 slightly positive emotional state can be inferred	xxupp_str I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. xxupp_str Niggas still happy.
1060	2017-En-30242	valence	2	 moderately positive emotional state can be inferred	xxupp_str Go follow  hashtag  beautiful  hashtag  snow gang ♥ user_mention ♥  hashtag  princess  hashtag  fitness  hashtag  body posi  hashtag  haircut  hashtag  smile  hashtag  white girl wednesday
1061	2017-En-10761	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Houston might lose a coach tomorrow or by midnight.  hashtag  yikes ?
1062	2017-En-40445	valence	-3	 very negative emotional state can be inferred	user_mention too dull for the xxupp_all UK.
1063	2017-En-11042	valence	-2	 moderately negative emotional state can be inferred	ok so i got my madden  number  refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....
1064	2017-En-21114	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str It's so funny cause xxupp_str Cooper's going to go farther than the people who bully her
1065	2017-En-30030	valence	3	 very positive emotional state can be inferred	xxupp_str Retweeted xxupp_str GunnySmith93 ( user_mention ):\n\nDays like today xxupp_all I am happy to be alive!  hashtag  blessed  hashtag  rejoice
1066	2017-En-10692	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Sorry to burst your bubble but it isn't that century anymore. xxupp_str Welcome to the 21st century.
1067	2017-En-30883	valence	2	 moderately positive emotional state can be inferred	user_mention xxupp_str Good optimism sir :)
1068	2017-En-30565	valence	0	 neutral or mixed emotional state can be inferred	user_mention this one was xxupp_str Apples attempt to make muslims happy 🕋
1069	2017-En-30459	valence	1	 slightly positive emotional state can be inferred	 hashtag  follow back xxupp_str Quote_Soup: xxupp_str Be happy not because everything is good, but because you can see the good side of everything.  hashtag  optimism
1070	2017-En-31080	valence	0	 neutral or mixed emotional state can be inferred	me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n hashtag pictureday2016  hashtag  smile  hashtag  or not
1071	2017-En-31321	valence	3	 very positive emotional state can be inferred	xxupp_str These girls who are playful and childlike seem to have such lovely relationships. xxupp_str Can't imagine them having serious convos but it's cute 😍😍
1072	2017-En-11083	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Congrats to  hashtag  nicole  hashtag  bb18 ... xxupp_str Fix that nose now 😒💁🏻  hashtag  bitter  hashtag  petty
1073	2017-En-30017	valence	3	 very positive emotional state can be inferred	 number  days until  hashtag  go pack go and  number  days until  hashtag  go gipe go xxupp_str I'm so excited!  hashtag  smiling
1074	2017-En-21438	valence	2	 moderately positive emotional state can be inferred	watching my first xxupp_str Cage of xxupp_str Death and my word this is tremendous
1075	2017-En-30742	valence	2	 moderately positive emotional state can be inferred	xxupp_all $SRPT xxupp_str Why would xxupp_str Etep patients &amp; xxupp_str Mom's advocate for a drug if it did not work? xxupp_str Anyone listen to the xxupp_str Etep xxupp_str MD's @ xxupp_str Adcomm.. all were elated.
1076	2017-En-31495	valence	1	 slightly positive emotional state can be inferred	xxupp_str After soul searching, xxupp_str I'd like to announce that xxupp_str I've chosen user_mention &amp; user_mention to be my adopted sisters due to their hilarity
1077	2017-En-31467	valence	2	 moderately positive emotional state can be inferred	user_mention _Offerman &amp; user_mention 's  hashtag  summer of  number  show was raw sexuality and pure  hashtag  mirth ! xxupp_str Thanks for the belly laughs and butt sex japes!
1078	2017-En-22229	valence	1	 slightly positive emotional state can be inferred	xxupp_str Completely blown away by user_mention user_mention user_mention and the cast of user_mention tonight.  hashtag  fathom events  hashtag  speechless
1079	2017-En-31143	valence	2	 moderately positive emotional state can be inferred	xxupp_str This night is sparkling, don't you let it go! xxupp_str I'm wonderstruck, blushing all the way home..'  hashtag  valerie bot
1080	2017-En-10685	valence	0	 neutral or mixed emotional state can be inferred	user_mention anyway, xxupp_all I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis
1081	2017-En-30182	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_str Totes had to re-listen to the endless hilarity that was xxupp_str Tom xxupp_str Odell's 'raaar' this morning 😂😂😂 user_mention user_mention user_mention
1082	2017-En-40227	valence	3	 very positive emotional state can be inferred	user_mention xxupp_str This is the most grim piece of laughter xxupp_all I was stricken with all day.
1083	2017-En-21343	valence	-3	 very negative emotional state can be inferred	xxupp_str God, xxupp_str I've been so physically weak the whole day. xxupp_str So much shaking :(
1084	2017-En-21014	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Yo xxupp_str Yo xxupp_str Yo,my name is  hashtag  darthvader \nI feel like xxupp_all I need to puff on my inhaler (I'm no rapper but that was some sick bars)  hashtag  bars  hashtag  rap
1085	2017-En-30761	valence	0	 neutral or mixed emotional state can be inferred	user_mention , just saw the xxupp_str Save xxupp_str The xxupp_str Day xxupp_all PSA. xxupp_str Why were you in obvious tears doing it? xxupp_str I'd have thought you'd be your cheerful self.
1086	2017-En-31543	valence	3	 very positive emotional state can be inferred	xxupp_str The boys rejoice as badger corner has been reclaimed for our first social of the year  hashtag  club of the year
1087	2017-En-11175	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention user_mention xxupp_str Guys don't use that type of language. xxupp_str Save it for raging...
1088	2017-En-31165	valence	1	 slightly positive emotional state can be inferred	xxupp_str The amount of laughter ready to leave my body if xxupp_str United lose is unreal
1089	2017-En-30921	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Sometimes xxupp_all I like to talk about my sadness. xxupp_str Other times, xxupp_all I just want to be distracted by friends, laughter, shopping, eating... \n\n hashtag MHChat
1090	2017-En-30896	valence	2	 moderately positive emotional state can be inferred	xxupp_str It feels good to get outside for a minute and get some fresh air. xxupp_str It's hard to stay cooped up inside all day  hashtag  breezy
1091	2017-En-30898	valence	-2	 moderately negative emotional state can be inferred	user_mention ppl get triggered over u smiling they're irrelevant
1092	2017-En-20963	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Oh xxupp_all I get i see it's  hashtag  texas tech playing tonight not the  hashtag  texans xxupp_all  hashtag  tnf  hashtag  texans are bad
1093	2017-En-30994	valence	-3	 very negative emotional state can be inferred	xxupp_all user_mention _HUB user_mention user_mention _ xxupp_all I don't see any reason for optimism at this point. xxupp_str Just stringing together bad performances.
1094	2017-En-40582	valence	0	 neutral or mixed emotional state can be inferred	 hashtag  always  hashtag  borrow  hashtag  money from a  hashtag  pessimist xxupp_str He won't  hashtag  expect it  hashtag  back
1095	2017-En-30995	valence	0	 neutral or mixed emotional state can be inferred	y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; xxupp_all I will not apologize.
1096	2017-En-30919	valence	2	 moderately positive emotional state can be inferred	xxupp_str This is a beautiful day that the xxupp_str Lord has made. xxupp_all I will rejoice and be glad!!!
1097	2017-En-40781	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_str Thank you so much! xxupp_str Just home - stunned but so happy. xxupp_str Don't think it has sunk in yet! xxupp_str Wow.
1098	2017-En-30822	valence	-1	 slightly negative emotional state can be inferred	user_mention xxupp_str You're a xxupp_all POS for rejoicing in someone's death.
1099	2017-En-41327	valence	1	 slightly positive emotional state can be inferred	user_mention xxupp_str Loool understand the pessimism but it will 😂
1100	2017-En-40153	valence	-2	 moderately negative emotional state can be inferred	xxupp_all user_mention sadly this sort of poster died by the 90s afaik
1101	2017-En-11020	valence	0	 neutral or mixed emotional state can be inferred	user_mention _Philip2648 it's a step up from boiling broccoli tbh
1102	2017-En-40055	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Too many gloomy days
